Name,Country,Type,Style,Grape,Fullness,Long Description,Price,Awards,ABV,Volume,ID,Year
Definition Malbec 2018,Argentina,Red,Big ,Malbec,FULL,"The Definition range captures the quintessential qualities of the world's greatest wine styles. Mendoza Malbec's so delicious, the grape's more associated with Argentina than its native France. So capturing the essence of the black-fruit-packed style wasn't easy. It took plenty of plum, mocha and warming spice aromas. That's exactly what you're in for.",11.99,IWC 2018 - Commended Award,14.5,75.0,112,2018
Vavasour Chardonnay,,White,Fruity ,Chardonnay,DRY,"Marlborough's Awatere Valley is a notably cooler pocket of the world-famous region, with deep rocky soils that one stoked the belief that it wasn't land ripe for vines. In 1890, the Vavasours arrived in Awatere and their pioneering spirit has since dispelled this myth and established the Awatere as an essential site for premium wines from New Zealand.",16.99,,14.0,75.0,113,Unknown
Rioja 'Seleccion Especial' 2017 Ramón Bilbao,Spain,Red,Smooth ,Rioja,MEDIUM,"This Rioja's made from grapes plucked from 40-year-old vines on one sole vineyard. Single vineyard wines are unique, and this is brimming with red fruits and a snappy acidity. It's young Rioja at its best. Spain is where you'll find the best bang for your buck. But even by the standards of the country this is a steal.",9.99,Decanter 2017 - Silver Award,14.0,75.0,116,2017
Rustenberg Sauvignon Blanc 2019 Western Cape,South Africa,White,Fruity ,Sauvignon Blanc,DRY,"This Sauvignon Blanc has echoes of white Bordeaux, with its 5% Semillon adding a streak of complexity and additional body to the blend. Free-run and gently pressed juice is used to minimise the presence of bitter tannins, and 2-3 months' lees ageing adds to the texture. Aromas of green peppers, asparagus and gooseberry fill the nose, while the palate displays a riper character, with underlying pineapple and passionfruit notes providing a layered feel. Equally adept as a partner for shellfish or lobster as it is for roasted sea bass.",11.99,IWC 2017 - Commended Award,13.5,75.0,117,2019
Definition Pinot Grigio DOC 2018,Italy,White,Crisp ,Pinot Grigio,DRY,"The Definition range captures the quintessential qualities of the world's greatest wine styles. The Pinot Grigio entrant had to be dry. It had to be jam-packed with citrus. It had to pounce with energy and freshness. So we went to a family winery in Delle Venezie, the Pinot Grigio heaven. Grapes ripen luxuriously in an Alpine climate here to bring buckets of taste to your glass.",9.99,,12.5,75.0,118,2018
Alain Grignon Carignan Vieilles Vignes 2017/2018 PGI Pays de l'Hérault,France,Red,Fruity ,Carignan,MEDIUM,Alain Grignon's vines are 40-years-old on average. Old vines nourish the tastiest grapes. So it's no surprise that this Carignan's buckets of ripe black cherry flavour made sure it was one of our 'Top Wines of 2018'.,7.99,,12.5,75.0,119,2018
Côte de Beaune-Villages 2014 Louis Jadot,France,Red,Fruity ,Pinot Noir,MEDIUM,"A blend of Pinot Noir wines made from vineyards throughout the Côtes de Beaune, from Savigny in the north of the region, to Pommard in the south. Fermentation is in traditional open vessels, followed by an average of 18 months in oak, before final blending for bottling. An elegant and sophisticated wine, combining a firm acidic structure with a good weight of forest fruit flavours on the mid-palate, and a mellow texture leading to a fine and linear finish. Cellar for up to 6 years. Drink with a selection of cheeses and smooth patés.",22.99,,13.0,75.0,120,2014
"Blind River Sauvignon Blanc 2018 Awatere Valley, Marlborough",New Zealand,White,Fruity ,Sauvignon Blanc,DRY,"From Marlborough's Awatere Valley, the vineyard sits between the Southern Alps and the Pacific Ocean. Deep, stony, clay soils on river terraces, the vineyard's five blocks vinified individually before being carefully blended to achieve the ultimate in style and quality. Aromas of tropical fruit, citrus, green apples and a fresh herbaceousness lead to intense flavours - the barrel-ferment portion adds complexity while mineral characters provide backbone. Wonderful with goats' or feta cheese, fresh seafood, or dressed Mediterranean salads.",11.99,"Decanter 2019 - Commended Award, IWC 2018 - Silver Award, Decanter 2018 - Gold Award, IWC 2017 - Commended Award",13.0,75.0,121,2018
Jim Barry Cover Drive Cabernet Sauvignon 2015 Coonawarra,Australia,Red,Big ,Cabernet Sauvignon,FULL,"Coonawarra is the Bordeaux of Australia. Jim Barry is one of the region's top wineries, awarded a perfect 'Five Red Stars' by leading Aussie wine critic James Halliday. You'll taste it in ripe notes of black fruits and cedar. This would cost at least twice the price if it was French.",13.99,,14.0,75.0,122,2015
"""The Astronomer"" Chardonnay 2018 De Bortoli",Australia,White,Rich ,Chardonnay,DRY,"De Bortoli practice high input viticulture with a huge emphasis on site selection and the use of mature vines. This approach has enable them to produce, among many others, the great sweet wine Noble One. The same care is applied to this entry level Chardonnay. Carefully selected yeast gives this wine a creamy texture with flavours of peach and nectarine and just the slightest hint of vanilla. The creamy texture is balanced by fine acidity. This is best enjoyed with a creamy fish pie.",6.99,,13.0,75.0,123,2018
La Réserve de Léoville-Barton 2016 St-Julien,France,Red,Big ,"Cabernet Sauvignon, Merlot, Cabernet Franc",MEDIUM,"From the gravelly dunes of Léoville-Barton's vineyards, leading down to the bank of the Gironde, La Réserve is the second wine of this famous property. As an earlier drinking version of the grand vin, this is real value for money. With a classic 'left bank' nose of smoky blackberry fruit and pencil lead, the palate is rich and rounded with assertive tannins, ample fruit and well integrated oak. Serve with shoulder of lamb braised in wine. Drinking well at the moment, but will keep for another 5 or so years.",36.99,,13.0,75.0,124,2016
Mâcon Rouge 'Les Roches Rouges' 2017 Louis Jadot,France,Red,Fruity ,"Pinot Noir, Gamay",LIGHT,"The gentle, rolling hills of the Mâconnais region in the south of Burgundy makes fresh and fruity wines accessible in their youth. This wine is sourced from several vineyard sites to create a light and supple blend of around 80% Gamay and 20% Pinot Noir. An enticing nose showing subtle hints of redcurrant and raspberry, with a fruity, well-balanced palate and a fresh finish. Best consumed while fresh and young, making the perfect red for white meat.",13.99,,12.5,75.0,126,2017
The Ned Pinot Grigio 2018 Marlborough,New Zealand,White,Crisp ,Pinot Grigio,DRY,"Brent Marris blew expectations out of the water when he crafted The Ned Sauvignon Blanc, our best-selling Sauvignon. He's done the same with this. Forget everything you expect from Pinot Grigio. This has all the exotic charm that you'll only find in this spot of New Zealand.",10.99,IWC 2017 - Bronze Award,14.0,75.0,129,2018
Rioja Gran Reserva 2011 Marqués de Cáceres,Spain,Red,Smooth ,Rioja,FULL,"A blend of 85% Tempranillo and a 15% mix of Graciano and Garnacha Tinta, this wine is only made in ""excellent"" or ""very good"" vintages. It undergoes nearly two-and-a-half years ageing in highest quality oak barrels, followed by further ageing in bottle before release. Showing great complexity with notes of roasted coffee, spice, plum and strawberry. Powerful in the mouth with fleshy fruit and nuances of toasty, well-integrated oak leading to a long, balanced finish. Can be drunk now with grilled meats or game, or cellared successfully for the next 10 years.",22.99,,14.0,75.0,133,2011
Acacia Road Sauvignon Blanc 2018,South Africa,White,Fruity ,Sauvignon Blanc,DRY,South Africa is a fabulous place to look for innovative and great value wines. This Sauvignon is lively and fresh with an abundance of zingy grapefuit and apple flavours softened by hints of ripe melon. Grapefruit and green apple shine from the glass with a lovely honeydew melon to soften the finish A marvellous addition to a lovely fish dish or mixed vegetable platter.,7.99,,12.5,75.0,134,2018
Definition Medoc Claret 2015,France,Red,Big ,"Merlot, Cabernet Franc",MEDIUM,"The Definition range captures the quintessential qualities of the world's greatest wine styles. Finding the essence of Bordeaux, the globe's most prestigious region, was a huge task. So we went to Médoc, where you'll find the world's priciest bottles, and a family that's royalty here. The delicious result's packed with blackcurrants and cedar. It's the finishing touch to your Sunday roast.",11.99,,13.0,75.0,135,2015
Araldica Barbera d'Asti DOCG,Italy,Red,Big ,Barbera,LIGHT,"When it comes to lavish, supple reds that partner beautifully with richly-flavoured food you needn't look further than Italy. Indulge in Araldica Barbera's cocoa-and-spice-stroked palate of red cherry and dried fruit.",9.99,,14.5,75.0,136,Unknown
"Bird in Hand 'Two in the Bush' Chardonnay 2018, Adelaide Hills",Australia,White,Rich ,Chardonnay,DRY,"Founded in 1997, Bird in Hand has quietly become one of Australia's most acclaimed wineries. However, this year the secret got out. Bird in Hand won 'Red Winemaker of the Year' at the International Wine Challenge and became this year's most sought-after Aussie winery! So don't miss this Chardonnay picked from the Adelaide Hills. Fermented in Burgundian barrels, it's wonderfully textured with notes of yellow peach, melon and nougat.",14.99,,13.0,75.0,137,2018
Pouilly-Fumé 'Les Griottes' 2018 Jean-Pierre Bailly,France,White,Fruity ,Sauvignon Blanc,DRY,"Grapes from up to 40 year old vines planted on the argilo limestone and kimmeridgian clay, more commonly associated with the Chablis region, imbues the wine with Pouilly-Fumé's classic richness, smokiness and complexity. Rich and smoky on the nose, with subtle limes, white florals and honeysuckle atop a palate of fresh, clean and vibrant acidity, citrus fruit flint, minerality and green peppers. A long and layered finish. Enjoy over the next three years with asparagus in hollandaise, Caesar salad or shellfish.",15.99,,13.5,75.0,138,2018
Barista Pinotage 2018 Western Cape,South Africa,Red,Big ,Pinotage,MEDIUM,"From the Val de Vie wine estate in the heart of the cape winelands, where wine production dates back to 1825. This is a deliberately modern offering by winemaker Bertus Fourie, who has concentrated on drawing out the coffee-like aromas of South Africa's signature grape. Intense on the nose, with a bouquet of coffee, chocolate and cherry, with meaty, savoury hints. The tannins are ripe, perfectly suiting the round and mouth-filling plum and mulberry fruit. Drink on its own or with red meat dishes. Bertus' recommends a blue-cheese-filled brandy snap with chocolate and roasted coffee beans!",9.99,,13.0,75.0,139,2018
Rioja Reserva 2014 Viña Alarde,Spain,Red,Smooth ,Rioja,FULL,"Founded in 1877 by Don Miguel Martínez Berberana, this is now one of the best selling Riojas. The Reserva is matured for a minimum 2 years in American oak cask and only released when it is ready to drink. Deep ruby red, with delicious vanilla overtones backed up by juicy soft strawberry and morello cherry flavours. Round and full, well balanced, long and elegant. A good choice for roasted red meats such as lamb, or with stews and casseroles.",9.99,,13.5,75.0,140,2014
Puligny-Montrachet 2015 Domaine Jomain,France,White,Rich ,Chardonnay,DRY,"From a family-run estate that follows in the principles of 'lutte raisonnée', ensuring that the use of chemicals in the vineyard is kept to a minimum. Hand-harvested grapes are aged in oak barrels for 15 months. A lean, smooth wine showing notes of citrus, pear and hazelnut on the nose, and hints of vanilla and spice on the palate. Crisp, elegant and refreshing with a long elegant length. Try this delicious wine with herb marinated Langoustines, crayfish or tuna carpaccio.",45.0,,13.0,75.0,141,2015
Riccitelli Pie Franco Malbec 2016,,Red,Big ,Malbec,MEDIUM,"Old Malbec vines, planted in the early decades of the 20th century, provide the grapes for this rich and decadent wine. Big plum and black cherry flavours are followed by spicy and chocolate notes on the silky smooth finish.",30.0,,14.5,75.0,142,2016
Two Hands 'Lilys Garden' Shiraz 2016 McLaren Vale,Australia,Red,Big ,Shiraz,FULL,"Two Hands winery was started by Michael Twelftree and Richard Mintz in 1999. In 2000 they started with just 17 tonnes of fruit from the McLaren Vale and Padthaway wine regions. By 2004 they were in a position to open the Marananga winery, specifically for small batches. An intoxicating perfume of hot stones, North African spices, leather and dried fuit leads to a palate of incredible richness, concentration and purity. This titan of a wine will definitely benefit from decanting if opened now and needs hearty flavours, so think stews or roasted meats.",40.0,,15.0,75.0,143,2016
Martinborough Vineyard Te Tera Pinot Noir 2017 Martinborough,New Zealand,Red,Fruity ,Pinot Noir,MEDIUM,"Martinborough Vineyard is one of the pioneers that put New Zealand Pinot Noir on the map, back in the mid 1980's. A cool, maritime climate results in a natural low vigour site and ensures high quality, consistent, ripe fruit. The nose displays succulent ripe cherry, berry and plum fruits combined with savoury notes and a hint of mocha. Fine tannins complement the fruit giving further texture and a generous lingering finish. An elegant Pinot Noir that is approachable in style and whilst drinking well, will reward further cellaring. Partner with roast lamb.",16.99,Decanter 2017 - Silver Award,13.0,75.0,145,2017
